"person_id";"primary_name";"birth_year";"death_year";"primary_profession";"known_for_titles"
1675;"Robert Rodriguez";1968;0;"producer,writer,director";"tt0462322,tt1077258,tt0104815,tt0287717"
1679;"Mark Rolston";1956;0;"actor,sound_department,writer";"tt0090605,tt0407887,tt0120812,tt0111161"
1680;"Robert Romanus";1956;0;"actor,soundtrack";"tt1017451,tt0083929,tt0156146,tt0083412"
1681;"George A. Romero";1940;2017;"producer,writer,director";"tt0095652,tt0063350,tt0418819,tt0848557"
1684;"Katharine Ross";1940;0;"actress,writer,soundtrack";"tt0246578,tt0073747,tt0061722,tt0064115"
1687;"Gena Rowlands";1930;0;"actress,miscellaneous,writer";"tt0119313,tt0332280,tt0397101,tt0072417"
1688;"Alan Ruck";1956;0;"actor,soundtrack";"tt0091042,tt0111257,tt0111280,tt0117998"
1691;"Geoffrey Rush";1951;0;"actor,soundtrack,producer";"tt0325980,tt1504320,tt0138097,tt0180073"
1693;"Eva Marie Saint";1924;0;"actress,soundtrack,producer";"tt0047296,tt0348150,tt0053125,tt1837709"
1695;"George Sanders";1906;1972;"actor,soundtrack,writer";"tt0033873,tt0042192,tt0037988,tt0032976"
1696;"Julian Sands";1958;0;"actor,assistant_director,soundtrack";"tt0098622,tt0102511,tt0091867,tt0099052"
1697;"Chris Sarandon";1942;0;"actor,soundtrack,producer";"tt0107688"
1701;"Devon Sawa";1978;0;"actor,producer,director";"tt0195714,tt0112642,tt0114011,tt0138510"
1702;"Roy Scheider";1932;2008;"actor,soundtrack,producer";"tt0085255,tt0073195,tt0067116,tt0078754"
1705;"Rob Schneider";1963;0;"actor,writer,producer";"tt0367652,tt0302640,tt0255798,tt0205000"
1706;"Michael Schoeffling";1960;0;"actor";"tt0100140,tt0090270,tt0088128,tt0103262"
1708;"Joel Schumacher";1939;2020;"director,writer,producer";"tt0183649,tt0293508,tt0118688,tt0134273"
1709;"Til Schweiger";1963;0;"actor,producer,director";"tt0361748,tt0119472,tt0405743,tt0960790"
1710;"David Schwimmer";1966;0;"actor,director,producer";"tt0120828,tt0488085,tt0185906,tt0108778"
1711;"Annabella Sciorra";1960;0;"actress,producer";"tt0104389,tt0102175"
1713;"Izabella Scorupco";1970;0;"actress";"tt0113189,tt0253556,tt0204313,tt0190865"
1714;"Campbell Scott";1961;0;"actor,producer,director";"tt0105415,tt0115678,tt0299117,tt1872181"
1715;"George C. Scott";1927;1999;"actor,director,producer";"tt0054997,tt0099528,tt0080516,tt0066206"
1716;"Tony Scott";1944;2012;"producer,director,actor";"tt0116277,tt0108399,tt0421054,tt0477080"
1718;"Kyra Sedgwick";1965;0;"actress,producer,director";"tt0361127,tt0114496,tt0117333,tt0458253"
1722;"Rufus Sewell";1967;0;"actor,soundtrack";"tt0183790,tt7549996,tt0118929,tt0443543"
1723;"Tom Shadyac";1958;0;"producer,director,actor";"tt1741225,tt0109040,tt0117218,tt0259288"
1724;"Tony Shalhoub";1953;0;"actor,producer,soundtrack";"tt0312172,tt0177789,tt1291150,tt0243133"
1727;"Robert Shaw";1927;1978;"actor,writer,soundtrack";"tt0070735,tt0060665,tt0057076,tt0073195"
1731;"Sam Shepard";1943;2017;"actor,writer,soundtrack";"tt0265086,tt1935179,tt1322269,tt0086197"
1732;"Cybill Shepherd";1950;0;"actress,producer,soundtrack";"tt0088571,tt0067328,tt0111932,tt0075314"
1735;"Talia Shire";1946;0;"actress,producer,director";"tt0068646,tt0071562,tt0075148,tt0089927"
1737;"Martin Short";1950;0;"actor,writer,producer";"tt0092086,tt0093260,tt0452681,tt1791528"
1739;"Jean Simmons";1929;2010;"actress,soundtrack";"tt0040416,tt0085101,tt0048140,tt0054331"
1740;"O.J. Simpson";1947;0;"actor,producer";"tt0072308,tt0110622,tt0095705,tt0102510"
1741;"Bryan Singer";1965;0;"producer,director,actor";"tt0120903,tt0114814,tt1877832,tt0348150"
1744;"Tom Sizemore";1961;2023;"actor,producer,writer";"tt0265086,tt0114558,tt0120004,tt0120815"
1745;"Stellan Skarsgård";1951;0;"actor,producer,soundtrack";"tt0118607,tt2382009,tt0119217,tt1937390"
1747;"Charles Martin Smith";1953;0;"actor,director,writer";"tt0069704,tt1564349,tt0094226,tt0086005"
1748;"Kurtwood Smith";1943;0;"actor,producer,soundtrack";"tt0115759,tt0165598,tt0102975,tt0093870"
1749;"Maggie Smith";1934;0;"actress,soundtrack";"tt1412386,tt0074937,tt0280707,tt0091867"
1752;"Steven Soderbergh";1963;0;"producer,director,cinematographer";"tt0195685,tt1291580,tt0098724,tt0181865"
1756;"Barry Sonnenfeld";1953;0;"producer,director,cinematographer";"tt0119654,tt0106220,tt0120891,tt1409024"
1757;"Kevin Sorbo";1958;0;"actor,producer,director";"tt0213327,tt1714827,tt0110016,tt5804314"
1758;"Timothy Spall";1957;0;"actor,soundtrack,producer";"tt0259711,tt2473794,tt0117589,tt0408236"
1762;"Jill St. John";1940;0;"actress,soundtrack";"tt0057683,tt0060801,tt0066995,tt0059390"
1763;"Nick Stahl";1979;0;"actor,producer,assistant_director";"tt0107501,tt0401792,tt0247425,tt0181852"
1765;"Harry Dean Stanton";1926;2017;"actor,soundtrack";"tt5859238,tt0078748,tt0120689,tt0087995"
1766;"Barbara Stanwyck";1907;1990;"actress,soundtrack";"tt0032080,tt0040823,tt0036775,tt0033373"
1768;"Rod Steiger";1925;2002;"actor,soundtrack";"tt0047296,tt0059575,tt0061811,tt0067140"
1772;"Patrick Stewart";1940;0;"actor,producer,soundtrack";"tt0117731,tt0092455,tt0120844,tt3315342"
1773;"David Ogden Stiers";1942;2018;"actor,soundtrack,director";"tt0068098,tt0275847,tt0101414,tt0114148"
1774;"Ben Stiller";1965;0;"producer,actor,director";"tt0359950,tt0196229,tt1608290,tt0942385"
1777;"Dean Stockwell";1936;2021;"actor,soundtrack,director";"tt0087884,tt0095593,tt0096684,tt0087182"
1778;"Matt Stone";1971;0;"soundtrack,music_department,writer";"tt0372588,tt0131857,tt0158983,tt0121955"
1780;"Peter Stormare";1953;0;"actor,writer,producer";"tt0116282,tt0120591,tt0360486,tt0355295"
1787;"Jeffrey Tambor";1944;0;"actor,soundtrack";"tt0367279,tt0167190,tt3502262,tt1092026"
1788;"Jessica Tandy";1909;1994;"actress,soundtrack";"tt0097239,tt0092494,tt0056869,tt0101921"
1789;"Andrei Tarkovsky";1932;1986;"miscellaneous,writer,director";"tt0060107,tt0091670,tt0069293,tt0086022"
1792;"Rod Taylor";1930;2015;"actor,music_department,soundtrack";"tt0361748,tt0055254,tt0054387,tt0056869"
1794;"Henry Thomas";1971;0;"actor,producer,soundtrack";"tt0331811,tt0110322,tt0083866,tt0217505"
1797;"Rachel Ticotin";1958;0;"actress,miscellaneous";"tt0106856,tt0100802,tt0118880,tt0328107"
1800;"Rip Torn";1931;2019;"actor,soundtrack,director";"tt0103466,tt0240515,tt0074851,tt0119654"
1803;"Danny Trejo";1944;0;"actor,producer,soundtrack";"tt2002718,tt0985694,tt1424381,tt0116367"
1804;"Stanley Tucci";1960;0;"actor,producer,soundtrack";"tt1895587,tt0380510,tt0115678,tt1135503"
1806;"John Turturro";1957;0;"actor,writer,producer";"tt0190590,tt2258345,tt0101410,tt0110932"
1808;"Tracey Ullman";1959;0;"actress,writer,producer";"tt0092469,tt2180411,tt0196216,tt0109348"
1811;"Peter Ustinov";1921;2004;"actor,writer,director";"tt0074812,tt0054331,tt0055796,tt0077413"
1812;"Lee Van Cleef";1925;1989;"actor,soundtrack";"tt0082340,tt0056217,tt0059578,tt0060196"
1813;"Dick Van Dyke";1925;0;"actor,producer,soundtrack";"tt0062803,tt5028340,tt0054533,tt0058331"
1814;"Gus Van Sant";1952;0;"director,producer,actor";"tt0363589,tt0097240,tt0102494,tt0842929"
1815;"Jim Varney";1949;2000;"actor,writer,soundtrack";"tt0114709,tt0092974,tt0230011,tt0095107"
1817;"Reginald VelJohnson";1952;0;"actor,writer,soundtrack";"tt0099423,tt0095016,tt0096579,tt0087332"
1822;"Robert Wagner";1930;0;"actor,producer,soundtrack";"tt0072308,tt0106770,tt0295178,tt0118655"
1823;"Tom Waits";1949;0;"music_artist,soundtrack,actor";"tt0108122,tt0090967,tt1931533,tt6412452"
1825;"Andrew Kevin Walker";1964;0;"writer,actor,producer";"tt0109327,tt0114369,tt0162661,tt15033192"
1827;"Ray Walston";1914;2001;"actor,soundtrack";"tt0081353,tt0064782,tt0070735,tt0083929"
1828;"Melora Walters";1960;0;"actress,director,writer";"tt0175880,tt0289879,tt0118749,tt0097165"
1831;"David Warner";1941;2022;"actor,soundtrack,producer";"tt0102975,tt0084827,tt0120338,tt0113409"
1833;"Emily Watson";1967;0;"actress,producer,soundtrack";"tt0289765,tt0280707,tt0272338,tt0115751"
1834;"Damon Wayans";1960;0;"writer,actor,producer";"tt0104897,tt0273855,tt0102266,tt0110443"
1835;"Carl Weathers";1948;0;"actor,director,soundtrack";"tt0116483,tt0093773,tt0075148,tt0089927"
1837;"Peter Weir";1944;0;"director,writer,producer";"tt0090329,tt0097165,tt1023114,tt0311113"
1838;"Rachel Weisz";1970;0;"actress,producer,soundtrack";"tt0120616,tt0387131,tt0414993,tt3464902"
1840;"Ming-Na Wen";1963;0;"actress,soundtrack";"tt2364582,tt0111301,tt0173840,tt0120762"
1844;"Frank Whaley";1963;0;"actor,director,writer";"tt0101761,tt0110912,tt0452702,tt0115759"
1845;"Forest Whitaker";1961;0;"actor,producer,director";"tt0185183,tt0455590,tt1327773,tt1825683"
1848;"Dianne Wiest";1946;0;"actress,soundtrack";"tt0091167,tt0099487,tt0109348,tt0115685"
1850;"Billy Dee Williams";1937;0;"actor,soundtrack,writer";"tt0086190,tt0080684,tt4116284,tt2527338"
1851;"JoBeth Williams";1948;0;"actress,producer,soundtrack";"tt0084516,tt0085244,tt0079417,tt0091778"
1852;"Treat Williams";1951;0;"actor,soundtrack,director";"tt0118956,tt0117331,tt0079261,tt0114660"
1853;"Vanessa Williams";1963;0;"actress,soundtrack,producer";"tt0410975,tt0162650,tt0805669,tt0116213"
1854;"Rita Wilson";1956;0;"actress,soundtrack,producer";"tt0108160,tt0163187,tt0116705,tt0114011"
1855;"Tom Wilson";1959;0;"actor,writer,soundtrack";"tt2404463,tt0099088,tt0096874,tt0088763"
1856;"Oprah Winfrey";1954;0;"producer,actress,miscellaneous";"tt1620680,tt0090493,tt1327773,tt0088939"
1857;"Henry Winkler";1945;0;"actor,producer,writer";"tt0389860,tt0084412,tt0120484,tt0367279"
1859;"Shelley Winters";1920;2006;"actress,soundtrack,producer";"tt0056193,tt0059573,tt0048424,tt0069113"
1860;"Alicia Witt";1975;0;"actress,soundtrack,music_department";"tt0087182,tt0146336,tt0313737,tt0411061"
1865;"Amy Yasbeck";1962;0;"actress";"tt0100419,tt0110475,tt0107977,tt0100405"
1868;"Michael York";1942;0;"actor,soundtrack,producer";"tt0063518,tt0074812,tt0068327,tt0118655"
1872;"Steve Zahn";1967;0;"actor,soundtrack,producer";"tt3450958,tt0206314,tt0318649,tt0462504"
1876;"Catherine Zeta-Jones";1969;0;"actress,soundtrack";"tt0181865,tt0299658,tt0120746,tt0137494"
1878;"David Zucker";1947;0;"writer,producer,director";"tt0102510,tt0088286,tt0362120,tt0080339"
1880;"Edward Zwick";1952;0;"producer,writer,director";"tt0138097,tt0325710,tt0092492,tt0115956"
1881;"Maryam d'Abo";1960;0;"actress,producer,director";"tt0093428,tt0340477,tt10022782,tt1235124"
1884;"Max von Sydow";1929;2020;"actor,miscellaneous,soundtrack";"tt0080745,tt0181689,tt0477302,tt0050976"
1885;"Lars von Trier";1956;0;"writer,director,producer";"tt0168629,tt1527186,tt0870984,tt0276919"
1915;"Emile Ardolino";1943;1993;"director,producer,miscellaneous";"tt0085655,tt0092890,tt0149439,tt0107065"
1924;"Hoyt Axton";1938;1999;"soundtrack,actor,music_department";"tt0104187,tt0085244,tt0087363,tt0109830"
1943;"Marisa Berenson";1947;0;"actress,soundtrack";"tt0068327,tt5943392,tt1130984,tt0072684"
1950;"Steve Bisley";1951;0;"actor";"tt1343092,tt0115417,tt0099138,tt0079501"
1951;"Björk";1965;0;"music_artist,soundtrack,composer";"tt11138512,tt0168629,tt0138545,tt0110413"
1952;"Rubén Blades";1948;0;"actor,soundtrack,composer";"tt2193215,tt1599348,tt0109456,tt0285823"
1953;"Moritz Bleibtreu";1971;0;"actor,producer,director";"tt0177858,tt0250258,tt0119472,tt0130827"
1961;"Ray Bolger";1904;1987;"actor,soundtrack";"tt0054649,tt0045325,tt0032138,tt0044370"
1967;"Peter Boyle";1935;2006;"actor,soundtrack";"tt0115167,tt0095963,tt0072431,tt0075314"
1971;"Ewen Bremner";1972;0;"actor,producer,soundtrack";"tt0451279,tt2763304,tt0370263,tt0117951"
1975;"Roscoe Lee Browne";1922;2007;"actor,soundtrack";"tt0068421,tt0133240,tt0095776,tt0074812"
1982;"Sebastian Cabot";1918;1977;"actor,soundtrack";"tt0057546,tt0054387,tt0061852,tt0059982"
1990;"Elpidia Carrillo";1961;0;"actress,producer,director";"tt0100403,tt0091886,tt0093773,tt0420015"
1991;"Leo G. Carroll";1886;1972;"actor";"tt0057765,tt0038109,tt0053125,tt0044079"
1993;"Vincent Cassel";1966;0;"actor,producer,soundtrack";"tt1259014,tt0411272,tt0947798,tt0113247"
1994;"Michael Caton-Jones";1957;0;"director,producer,actor";"tt0100133,tt0269095,tt0119395,tt0430912"
1995;"George Chakiris";1932;0;"actor,soundtrack,miscellaneous";"tt0055614,tt0062873,tt0064088,tt9815554"
2006;"Thomas Haden Church";1960;0;"actor,miscellaneous,producer";"tt1282140,tt10872600,tt0413300,tt0375063"
2011;"Lee J. Cobb";1911;1976;"actor,director,soundtrack";"tt0050083,tt0047296,tt0053804,tt0059557"
2023;"Matt Craven";1956;0;"actor,producer";"tt1270798,tt0099871,tt0104257,tt0112740"
2030;"George Cukor";1899;1983;"director,miscellaneous,assistant_director";"tt0050631,tt0036855,tt0032904,tt0058385"
2031;"Michael Curtiz";1886;1962;"director,writer,actor";"tt0034583,tt0026174,tt0029843,tt0037913"
2039;"Ruby Dee";1922;2014;"actress,soundtrack,writer";"tt0055353,tt0765429,tt0097216,tt0113501"
2041;"Dean Devlin";1962;0;"producer,writer,actor";"tt1628841,tt0111282,tt0120685,tt0116629"
2044;"Roger Donaldson";1945;0;"director,producer,writer";"tt0114508,tt0412080,tt0094889,tt0086993"
2045;"Stanley Donen";1924;2019;"director,miscellaneous,producer";"tt0045152,tt0050419,tt0056923,tt0062407"
2057;"Richard Edson";1954;0;"actor,camera_department,writer";"tt0114558,tt0091042,tt0097216,tt0108255"
2060;"Lisa Eilbacher";1956;0;"actress";"tt0084434,tt0097737,tt0086960,tt0085121"
2070;"Richard Farnsworth";1920;2000;"actor,stunts,soundtrack";"tt0100157,tt0087781,tt0166896,tt0088727"
2071;"Will Ferrell";1967;0;"producer,actor,soundtrack";"tt1229340,tt0445934,tt0415306,tt0357413"
2075;"Peter Finch";1916;1977;"actor,director,writer";"tt0074958,tt0054403,tt0067805,tt0061648"
2076;"Jason Flemyng";1966;0;"actor,producer,soundtrack";"tt0118956,tt0120735,tt0311429,tt0421715"
2077;"Dexter Fletcher";1966;0;"actor,producer,director";"tt0120735,tt1509767,tt0419706,tt0486655"
2078;"Frederic Forrest";1936;0;"actor";"tt0078788,tt0106856,tt0079826,tt0071360"
2085;"Gert Fröbe";1913;1988;"actor,soundtrack,writer";"tt0058150,tt0062803,tt0060814,tt0051588"
2090;"Zach Galligan";1964;0;"actor,director";"tt6038042,tt0087363,tt0090106,tt0096426"
2091;"Michael Gambon";1940;0;"actor,soundtrack,music_department";"tt0417741,tt0280707,tt0097108,tt1201607"
2103;"Julian Glover";1935;0;"actor,soundtrack";"tt0332452,tt0080684,tt0097576,tt0082398"
2104;"Paulette Goddard";1910;1990;"actress,soundtrack,producer";"tt0032520,tt0033722,tt0027977,tt0037849"
2106;"Ruth Gordon";1896;1985;"actress,writer,soundtrack";"tt0063522,tt0077523,tt0059314,tt0067185"
2110;"Rodney A. Grant";1959;0;"actor,producer";"tt0099348,tt0120891,tt0101761,tt0228333"
2114;"Kim Greist";1958;0;"actress,art_department";"tt0088846,tt0107131,tt0094142,tt0091474"
2120;"Lasse Hallström";1946;0;"director,writer,editor";"tt0241303,tt0989757,tt0108550,tt0089606"
2134;"Paul Henreid";1908;1992;"director,actor,producer";"tt0040444,tt0035140,tt0034583,tt0038108"
2141;"Celeste Holm";1917;2012;"actress,soundtrack,miscellaneous";"tt0041257,tt0042192,tt0039416,tt0049314"
2145;"Trevor Howard";1913;1988;"actor";"tt0037558,tt0066319,tt0041959,tt0083987"
2154;"Alfred Abel";1879;1937;"actor,director,miscellaneous";"tt0013496,tt0013086,tt0017136,tt0021128"
2159;"Alejandro Agresti";1961;0;"director,writer,cinematographer";"tt0169364,tt0296915,tt0115773,tt0385889"
2191;"Jacques Audiard";1952;0;"writer,director,producer";"tt1235166,tt4971344,tt2053425,tt4082068"
2231;"Gian Maria Volontè";1933;1994;"actor,director,writer";"tt0065531,tt0065889,tt0058461,tt0059578"
2233;"Erich von Stroheim";1885;1957;"actor,writer,director";"tt0009937,tt0028950,tt0019558,tt0043014"
2332;"Stephen Lang";1952;0;"actor,producer,writer";"tt0091474,tt1630029,tt0499549,tt4160708"
2369;"John Williams";1903;1983;"actor";"tt0051201,tt0047437,tt0048728,tt0046912"
2436;"Shannon Elizabeth";1973;0;"actress,producer,director";"tt0314331,tt0163651,tt6521876,tt0175142"
2536;"Emmy Rossum";1986;0;"actress,producer,soundtrack";"tt1586680,tt0319262,tt0293508,tt0327056"
2653;"Joe Johnston";1950;0;"director,visual_effects,producer";"tt0458339,tt0102803,tt0132477,tt0082971"
2657;"Gary Ross";1956;0;"writer,producer,director";"tt0329575,tt0094737,tt1392170,tt0120789"
2668;"George 'Buck' Flower";1937;2004;"actor,writer,producer";"tt0114852,tt0096256,tt0088763,tt0088172"
2728;"Juan José Campanella";1959;0;"writer,director,actor";"tt1305806,tt8453986,tt0210843,tt1994702"
2907;"Alexander Skarsgård";1976;0;"actor,producer,director";"tt0918940,tt7598448,tt3920596,tt0844441"
3044;"Michael Jordan";1963;0;"actor,soundtrack,executive";"tt11963714,tt0117705,tt0124718,tt0317313"
3069;"James DuMont";1965;0;"actor,producer,writer";"tt0111257,tt1860357,tt0369610,tt0257076"
3088;"Chris Noonan";1952;0;"writer,director,producer";"tt0081559,tt0140770,tt0112431,tt0482546"
3160;"Christopher McQuarrie";1968;0;"writer,producer,director";"tt1631867,tt4912910,tt1745960,tt0114814"
3244;"Jordi Mollà";1968;0;"actor,writer,director";"tt0221027,tt3014866,tt1411250,tt0172156"
3343;"Rob Schmidt";1965;0;"director,camera_department,actor";"tt0295700,tt0165461,tt0197384,tt5997452"
3418;"Rob Cohen";1949;0;"producer,director,actor";"tt0295701,tt0116136,tt0106770,tt0382992"
3423;"Peter MacDonald";1939;0;"camera_department,assistant_director,director";"tt0095956,tt7710360,tt0117420,tt0098439"
3424;"Hank Mann";1887;1971;"actor,director,writer";"tt0027977,tt0021749,tt0032553,tt0403878"
3506;"James Mangold";1963;0;"producer,director,writer";"tt1950186,tt0113280,tt0358273,tt3315342"
3593;"Fred Zinnemann";1907;1997;"director,assistant_director,producer";"tt0060665,tt0053131,tt0045793,tt0044706"
3620;"Kevin Smith";1970;0;"producer,actor,writer";"tt0109445,tt0118842,tt0424345,tt0120655"
3638;"F.W. Murnau";1888;1931;"director,writer,producer";"tt0018455,tt0013442,tt0015064,tt0022458"
3697;"Florian Henckel von Donnersmarck";1973;0;"director,writer,producer";"tt0233589,tt1243957,tt5311542,tt0405094"
3817;"Michael Clarke Duncan";1957;2012;"actor,soundtrack,producer";"tt0190138,tt0401792,tt0120591,tt0120689"
3909;"Michael Lonsdale";1931;2020;"actor,writer,soundtrack";"tt0408306,tt0122690,tt0079574,tt0069947"
4051;"Brian Cox";1946;0;"actor,producer,soundtrack";"tt7660850,tt0268126,tt0332452,tt0290334"
4056;"Andrew Stanton";1965;0;"writer,actor,producer";"tt0120623,tt0910970,tt2277860,tt0266543"
4266;"Anne Hathaway";1982;0;"actress,soundtrack,producer";"tt1707386,tt1345836,tt1084950,tt0758752"
4286;"Clifton Collins Jr.";1970;0;"actor,producer,director";"tt0379725,tt0796366,tt0765010,tt0181865"
4303;"Gavin Hood";1963;0;"actor,director,producer";"tt5431890,tt0468565,tt2057392,tt0178860"
4306;"George Miller";1945;0;"producer,writer,director";"tt1392190,tt0366548,tt0079501,tt0082694"
4376;"Franka Potente";1974;0;"actress,soundtrack,director";"tt0203632,tt0258463,tt0130827,tt0372183"
4395;"Adam Scott";1973;0;"actor,producer,soundtrack";"tt3920596,tt0838283,tt1266020,tt11280740"
4410;"Mark Neveldine";1973;0;"director,actor,writer";"tt1034032,tt1121931,tt0964539,tt0479884"
4418;"Kajol";1974;0;"actress,soundtrack";"tt0248126,tt0172684,tt1188996,tt0439662"
4462;"Jean-Louis Trintignant";1930;2022;"actor,writer,director";"tt0065571,tt0111495,tt1602620,tt0065234"
4486;"Bruno Ganz";1941;2019;"actor,director,cinematographer";"tt1401152,tt4003440,tt0363163,tt0093191"
4517;"Jason Alexander";1959;0;"actor,soundtrack,writer";"tt0100405,tt0116583,tt0098904,tt0106598"
4569;"Sanjay Dutt";1959;0;"actor,music_department,producer";"tt0374887,tt0456144,tt1849718,tt0294662"
4626;"Kareena Kapoor";1980;0;"actress,soundtrack,music_department";"tt0488414,tt1093370,tt1187043,tt1562871"
4650;"Marisa Paredes";1946;0;"actress,miscellaneous";"tt1189073,tt0103030,tt0113083,tt0185125"
4675;"Phil Alden Robinson";1950;0;"writer,director,producer";"tt0097351,tt0164184,tt0105435,tt0213668"
4692;"Mark Addy";1964;0;"actor,soundtrack";"tt0955308,tt0119164,tt0183790,tt0944947"
4695;"Jessica Alba";1981;0;"actress,producer,cinematographer";"tt0401792,tt0486576,tt0120667,tt0985694"
4715;"Will Arnett";1970;0;"actor,producer,writer";"tt0367279,tt1490017,tt3949660,tt4116284"
4716;"Darren Aronofsky";1969;0;"producer,writer,director";"tt0180093,tt0414993,tt1125849,tt0138704"
4731;"Garcelle Beauvais";1966;0;"actress,producer,writer";"tt2250912,tt1907668,tt3507138"
4736;"Jason Behr";1973;0;"actor,soundtrack";"tt0391198,tt0461703,tt0201391,tt0372873"
4741;"Camilla Belle";1986;0;"actress,soundtrack,producer";"tt0455857,tt0443649,tt0120791,tt0465580"
4742;"Maria Bello";1967;0;"actress,producer,writer";"tt0399146,tt0200550,tt0318374,tt4786282"
4747;"Wes Bentley";1978;0;"actor,producer,soundtrack";"tt0816692,tt0169547,tt1392170,tt0804516"
4748;"Julie Benz";1972;0;"actress,soundtrack,producer";"tt2189221,tt1600194,tt0462499,tt0773262"
4753;"Leslie Bibb";1973;0;"actress,producer,soundtrack";"tt0371746,tt1228705,tt1197624,tt1129427"
4754;"Jessica Biel";1982;0;"actress,producer,soundtrack";"tt1386703,tt0435705,tt0324216,tt0443543"
4755;"Jason Biggs";1978;0;"actor,producer";"tt1605630,tt0252866,tt0217630,tt0163651"
4757;"Selma Blair";1972;0;"actress";"tt0411477,tt0253867,tt0139134,tt0167190"
4761;"Rachel Blanchard";1976;0;"actress";"tt14016500,tt2802850,tt0387764,tt0863046"
4778;"Adrien Brody";1973;0;"actor,producer,soundtrack";"tt1605783,tt2278388,tt0253474,tt1683526"
4787;"Saffron Burrows";1972;0;"actress,director,producer";"tt3502172,tt0332452,tt0200465,tt7335184"
4789;"Amanda Bynes";1986;0;"actress,soundtrack,writer";"tt0427327,tt0454945,tt0286788,tt1282140"
4797;"Bruno Campos";1973;0;"actor,soundtrack";"tt0361217,tt0416658,tt0156196,tt0780521"
4802;"Linda Cardellini";1975;0;"actress,producer,soundtrack";"tt2395427,tt4913966,tt0388795,tt0267913"
4813;"Nancy Cartwright";1957;0;"actress,soundtrack,producer";"tt0462538,tt0120685,tt0096697,tt0386789"
4815;"Christine Cavanaugh";1963;2014;"actress,soundtrack";"tt0293092,tt0115157,tt0116695,tt0112431"
4820;"Morris Chestnut";1969;0;"actor,producer,director";"tt0168501,tt1650554,tt0366174,tt0114781"
4821;"Michael Chiklis";1963;0;"actor,producer,director";"tt0286486,tt7949212,tt10244600,tt0486576"
4825;"Emmanuelle Chriqui";1975;0;"actress,producer";"tt0295700,tt0348333,tt0214388,tt0960144"
4829;"Spencer Treat Clark";1987;0;"actor,producer";"tt2364582,tt5574490,tt0172495,tt0327056"
4851;"Penélope Cruz";1974;0;"actress,soundtrack,producer";"tt0497465,tt0259711,tt0441909,tt1298650"
4862;"Kristin Davis";1965;0;"actress,producer,soundtrack";"tt0159206,tt0790604,tt1000774,tt1261945"
4866;"Amanda De Cadenet";1972;0;"actress,producer,director";"tt0106440,tt0120620,tt0119098,tt0113101"
4874;"Vin Diesel";1967;0;"producer,actor,director";"tt0232500,tt2015381,tt2820852,tt0295701"
4875;"Taye Diggs";1971;0;"actor,producer,soundtrack";"tt0299658,tt0185371,tt0238380,tt0294870"
4879;"Snoop Dogg";1971;0;"music_artist,actor,soundtrack";"tt0139654,tt0255819,tt0335438,tt1860353"
4883;"Tate Donovan";1963;0;"actor,director,soundtrack";"tt1024648,tt0119282,tt0822854,tt4034228"
4896;"Eminem";1972;0;"music_artist,soundtrack,actor";"tt1201167,tt0298203"
4906;"Peter Facinelli";1973;0;"actor,director,producer";"tt9794630,tt4016454,tt1324999,tt1190689"
4912;"Oded Fehr";1970;0;"actor";"tt0209163,tt0205000,tt0432021,tt0120616"
4929;"David Foley";1963;0;"actor,writer,producer";"tt0120623,tt0120536,tt0486640,tt0096626"
4936;"Ben Foster";1980;0;"actor,producer,soundtrack";"tt3892172,tt0381849,tt0790712,tt2582782"
4937;"Jamie Foxx";1967;0;"actor,producer,writer";"tt1853728,tt0350258,tt0369339,tt0443489"
4950;"Jennifer Garner";1972;0;"actress,producer,soundtrack";"tt0287978,tt0467406,tt0337563,tt0285333"
4951;"Brad Garrett";1960;0;"actor,producer,writer";"tt0382932,tt4575576,tt0115167,tt0398286"
4965;"Adam Goldberg";1970;0;"actor,producer,director";"tt0453467,tt0106677,tt0120815,tt0268978"
4978;"Adrian Grenier";1976;0;"actor,producer,director";"tt0387199,tt0164114,tt0458352,tt1674771"
4989;"Alyson Hannigan";1974;0;"actress,producer,soundtrack";"tt1605630,tt0460649,tt0118276,tt0163651"
4993;"Desmond Harrington";1976;0;"actor";"tt0295700,tt0773262,tt0288477,tt0242527"
5002;"Isaac Hayes";1942;2008;"music_artist,soundtrack,actor";"tt0184858,tt0107977,tt0067741,tt0082340"
5003;"Sean Hayes";1970;0;"actor,producer,soundtrack";"tt0157246,tt0312528,tt0383010,tt0239395"
5006;"Elaine Hendrix";1970;0;"actress,soundtrack,producer";"tt6128300,tt3594982,tt0120783,tt0120032"
5009;"Laura Harring";1964;0;"actress";"tt0330793,tt0484740,tt0166924"
5013;"Iben Hjejle";1971;0;"actress,writer";"tt1034303,tt0164756,tt0282768,tt0146882"
5023;"Djimon Hounsou";1964;0;"actor,producer,director";"tt2015381,tt0450259,tt0298845,tt0118607"
5024;"Terrence Howard";1969;0;"actor,soundtrack,producer";"tt0371746,tt0375679,tt0430105,tt0410097"
5026;"Kelly Hu";1968;0;"actress,soundtrack";"tt0471041,tt0097388,tt0277296,tt1877889"
5028;"Kate Hudson";1979;0;"actress,soundtrack,producer";"tt0770752,tt0181875,tt0901476,tt0251127"
5033;"Sammo Kam-Bo Hung";1952;0;"actor,stunts,producer";"tt0163949,tt0085211,tt1220719,tt1386932"
5042;"Jason Isaacs";1963;0;"actor,producer,director";"tt11389748,tt0295297,tt0187393,tt4686844"
